ID,Email,Titulo,Universidade,Autores,Apoio,Conflito
PI0070,,"Influência de diferentes tratamentos de superfície na resistência ao cisalhamento de braquetes colados em metal e resina composta","CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Rorato LV*, Sabbo BM, Sabbo LCR, Godoi APT, Furletti VF",,"Não há conflito de interesse"
PI0071,,"Resistência ao cisalhamento e avaliação da superfície de esmalte de braquetes cerâmicos colados com diferentes adesivos ortodônticos","UNIVERSIDADE GUARULHOS.","Rocha SE*, Pinto CA, Matias M, Frigo L, Nahás-Scocate ACR, Medeiros IS, Roscoe MG, Patel MP","<em>(Apoio: PIBIC 2019/1)</em>","Não há conflito de interesse"
PI0072,,"Reabsorção radicular após alinhamento e nivelamento com aparelho ortodôntico autoligado","Curso de Odontologia - UNIVERSIDADE METODISTA DE SÃO PAULO.","Lansoni BZ*, Cardille GN, Menezes IP, Jóias RM, Alves MGO, Jóias RP","<em>(Apoio: CNPq N° 615/17 | CNPq N° 659)</em>","Não há conflito de interesse"
PI0073,,"Alterações dimensionais do arco dentário superior após tratamento da Mordida Cruzada Posterior com aparelhos tipo <em>Haas </em>e <em>Hyrax</em>","Ortodontia - UNIVERSIDADE NORTE DO PARANÁ.","Fuschiani VMO*, Bocato JR, Oltramari PVP, Araújo MC, Almeida MR, Almeida-Pedrin RR, Conti ACCF, Fernandes TMF","<em>(Apoio: Funadesp)</em>","Não há conflito de interesse"
PI0074,,"Dermatite atópica e saúde oral em pacientes pediátricos: correlacionando achados com a gravidade da doença","UNIVERSIDADE ESTÁCIO DE SÁ.","Barbosa MCRF*, Sodré CS, Vieira MS, Gonçalves LS, Ribeiro MG, Ferreira DC","<em>(Apoio: FAPERJ N° 2019026818)</em>","Não há conflito de interesse"
PI0075,,"Associação entre cárie dentária e hipomineralização molar-incisivo em primeiros molares permanentes: um estudo transversal","Odontologia - UNIVERSIDADE FEDERAL DE SANTA CATARINA.","Oreano MD*, Santos PS, Ximenes M, Borgatto AF, Bolan M, Cardoso M",,"Não há conflito de interesse"
PI0076,,"Retenção de conhecimento e habilidade no diagnóstico do desgaste dentário erosivo após 1 ano do treinamento teórico-prático sistematizado","Odontopediatria, Ortodontia e Saúde Col. - UNIVERSIDADE DE SÃO PAULO - BAURU.","Bueno GC*, Leone CCL, Cruvinel T, Honório HM, Wang L, Magalhães AC, Braga MM, Rios D","<em>(Apoio: Fundação de Amparo à Pesquisa do Estado de São Paulo (FAPESP) N° 2018/14004-1 | CNPq N° 304405/2018-3)</em>","Não há conflito de interesse"
PI0077,,"Tradução e adaptação cultural da versão de faces da escala ""Modified Child Dental Anxiety Scale"" (MCDASf) para o Português Brasileiro","Odontologia - UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Vidal GL*, Azevedo MS, Costa VPP, D´Almeida PVB, Bruzamolin CD, Costa LRRS, Goettems ML, Barbosa TS",,"Não há conflito de interesse"
PI0078,,"Perspectiva dos adolescentes e pais sobre o impacto da cárie dentária e má-oclusão na qualidade de vida: um estudo de base populacional","Odontopediatria - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Lourdes-Ribeiro ML*, Bittencourt JM, Martins LP, Paiva SM, Vale MPP, Bendo CB","<em>(Apoio: CAPES | CNPq N° Edital 04/2019 UFMG | FAPs - FAPEMIG)</em>","Não há conflito de interesse"
PI0079,,"Influência de variáveis clínicas no ato de sorrir de pré-escolares através do relato de crianças e seus responsáveis","Odontopediatria - UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Rubim AN*, Mourão PS, Ramos-Jorge ML, Paiva SM, Pordeus IA, Ramos-Jorge J, Fernandes IB",,"Não há conflito de interesse"
PI0080,,"A presença de maloclusão influencia na percepção dos pacientes quanto a competência profissional do cirurgião-dentista?","Saúde i - Dsi - UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA.","Santos MSC*, Lacerda-Santos R, Paranhos LR, Andrade ACDV, Tanaka OM, Maia LC, Pithon MM","<em>(Apoio: CNPq N° 309800/2019-6)</em>","Não há conflito de interesse"
PI0081,,"O uso e conhecimento de protetores bucais em adolescentes que praticam esportes escolares","UNIVERSIDADE FEDERAL DE ALAGOAS.","Santos MRC*, Mendes MLPA, Melo W, Silva DF, Paes LR, Nemezio MA, Romão DA",,"Não há conflito de interesse"
PI0082,,"Conhecimento e comportamento de fonoaudiólogos em relação à maloclusão e seus aspectos preventivos","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Mendes KM*, Bastos SHV, Feres M, Feres MFN",,"Não há conflito de interesse"
PI0083,,"A anquiloglossia não interefere na amamentação: um estudo transversal","UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Souza-Oliveira AC*, Cruz PV, Batista WC, Bendo CB, Martins CC","<em>(Apoio: CNPq N° 57295316.3.0000.5149)</em>","Não há conflito de interesse"
PI0084,,"Enxaguatórios experimentais podem influenciar na adesão de braquetes em superfícies de esmalte","CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Moraes LS*, Sabbo BM, Sabbo LCR, Venezian GC, Godoi APT, Furletti VF",,"Não há conflito de interesse"
PI0085,,"Avaliação de capeadores pulpares sobre a viabilidade em diferentes linhagens celulares da polpa dentária de dentes decíduos","Odontopediatria - UNIVERSIDADE DE SÃO PAULO - BAURU.","Aquino KLA*, Garrido BDTM, Bergamo, MTOP, Vitor LLR, Oliveira RC, Oliveira TM, Machado MAAM, Lourenço-Neto N","<em>(Apoio: FAPs - Fapesp N° FAPESP 2018/19048-7 | FAPs - Fapesp N° FAPESP 2018/20316-6)</em>","Não há conflito de interesse"
PI0086,,"Avaliação da impacção de caninos permanentes superiores na clínica ortodôntica","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Lopes JG*, Rocha PC, Barreto BCT, Castro ACR, Nojima LI, Sant´Anna EF, Araújo LFC, Nojima MCG","<em>(Apoio:  CNPq Pibic)</em>","Não há conflito de interesse"
PI0087,,"Retenção do Conhecimento Sobre Saúde Bucal em Escolares de Nova Friburgo","Formação Específica (ffe - FACULDADE DE ODONTOLOGIA DA UNIVERSIDADE FEDERAL FLUMINENSE- PÓLO NOVA FRIBURGO.","Siqueira RC*, Cavalcanti GN, Ammari MM, Abreu FV, Andrade MRTC",,"Não há conflito de interesse"
PI0088,,"Boca a Boca: saúde bucal no seu dia a dia. Rádios comunitárias auxiliando pacientes em uso de aparelho ortodôntico fixo","Odontologia - PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS.","Souza MS*, Assis MAL, Mordente CM, Tavares LDF, Oliveira DD, Soares RV",,"Não há conflito de interesse"
PI0089,,"Resina infiltrante para melhora estética da fluorose leve em paciente com TEA: relato  de caso com acompanhamento de 12 meses","Faculdade de Odontologia - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Pilla OHL*, Moraes RR, Neves AA, Allegretto MJ, Rodrigues GF, Amorim CS, Castro GFBA","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0090,,"Análise morfológica e microbiológica de ligaduras elastoméricas ortodônticas submetidas a bebida isotônica","Odontopediatria e Ortodontia - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Costa VSOS*, Souza SAP, Monteiro ASN, Mello TP, Santos ALS, Elias CN, Lopes RT, Castro ACR","<em>(Apoio: CAPES N° DS-001)</em>","Não há conflito de interesse"
PI0091,,"Associação entre sinais e sintomas de Disfunção Temporomandibular e Qualidade do Sono em adolescentes","UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Dias MLLS*, Baldiotti ALP, Freitas GA, Sebastiani AM, Scariot R, Martins RC, Paiva SM, Ferreira FM","<em>(Apoio: CAPES | CNPq | FAPs - FAPEMIG)</em>","Não há conflito de interesse"
PI0092,,"Análise esquelética e dentária da resposta espontânea da mandíbula à expansão rápida da maxila. Estudo Longitudinal","UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Cusini SLL*, Souza DA, Santos RC, Araújo LS, Bolognese AM, Lima-Filho RMA, Lacerda-Santos R, Gomes JC",,"Não há conflito de interesse"
PI0093,,"Relação entre hipomineralização molar incisivo (HMI) e sensibilidade dentária - um estudo caso controle","UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO.","Fridman S*, Jorge RC, Reis PPG, Athayde GS, Americano GCA, Fidalgo TKS, Soviero VM",,"Não há conflito de interesse"
PI0094,,"Avaliação do atrito em braquetes estéticos na mecânica ortodôntica, após profilaxia com jato de bicarbonato de sódio - ""estudo in vitro""","Pós Graduação Em Odontologia - CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Grivol GL*, Viana ARG, Carneiro DPA, Santos PR, Santos LFN, Araujo AP, Vedovello SAS, Valdrighi H",,"Não há conflito de interesse"
PI0095,,"Pré-escolar com comportamento positivo na recepção odontológica terá comportamento positivo no tratamento odontológico sob sedação?","UNIVERSIDADE FEDERAL DE GOIÁS.","Coelho ALS*, Anabuki AA, Costa LRRS","<em>(Apoio: CNPq N° 28/2018 | FAPEG N° 07/2017)</em>","Não há conflito de interesse"
PI0096,,"Conhecimento de profissionais das equipes de saúde da família em relação à necessidade de tratamento ortodôntico","CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Gomes NM*, Rocha TD, Gouvêa FD, Godoi APT, Custodio W, Bianco VC, Furletti VF",,"Não há conflito de interesse"
PI0097,,"Influência da técnica de isolamento na sobrevida de restaurações realizadas em molares decíduos: ECR de 6 meses de acompanhamento","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Borges MLV*, Kaufmann C, Wilde S, Toniolo J, Oliveira BP, Gouvêa DB, Santos NM, Rodrigues JA",,"Não há conflito de interesse"
PI0098,,"Desconforto de crianças durante o tratamento restaurador sob diferentes técnicas de isolamento: um estudo transversal","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Kaufmann C*, Borges MLV, Wilde S, Toniolo J, Oliveira BP, Gouvêa DB, Santos NM, Rodrigues JA","<em>(Apoio: CNPq N° pibic)</em>","Não há conflito de interesse"
PI0099,,"Características de má oclusão de crianças e adolescentes com Osteogênese Imperfeita: um estudo pareado","UNIVERSIDADE FEDERAL DE MINAS GERAIS.","Mota RN*, Prado HV, Rabello F, Deps TD, Paiva SM, Borges-Oliveira AC","<em>(Apoio: CNPq | FAPEMIG | CAPES)</em>","Não há conflito de interesse"
PI0100,,"Pacientes de 0 à 3 anos atendidos na clínica de pós-graduação em odontopediatria - estudo retrospectivo","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Karvat BC*, Rodrigues R, Andrade APRCB, Tedesco TK, Imparato JCP, Calvo AFB",,"Não há conflito de interesse"
PI0101,,"Comparação do posicionamento sagital do côndilo em pacientes ortodônticos Classe I e Classe II, divisão 2","Clínica Infantil - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Gollino S*, Roscoe MG, Eissa O, El-Bialy T, Feres MFN",,"Não há conflito de interesse"
PI0102,,"Avaliação da posição e forma do forame mentual na tomografia computadorizada de feixe cônico de uma subpopulação","CENTRO DE ENSINO SUPERIOR DA ESCOLA DE ODONTOLOGIA DE VOLTA REDONDA.","Chaves ACA*, Custódio GP, Gomes APA, Vilela DS, Melo ARF",,"Não há conflito de interesse"
PI0103,,"Imunomarcação das proteínas HIF-1A, p53, BNIP3, Bcl-2, IAP-2, GLUT-1 e Bax e sua relação com a apoptose ativada por hipóxia no ameloblastoma","Instituto de Ciência da Saúde - UNIVERSIDADE FEDERAL DO PARÁ.","Balbinot KM*, Valladares KJP, Moraes ATL, Kataoka MSS, Alves-Junior SM, Pinheiro JJV",,"Não há conflito de interesse"
PI0104,,"Mensuração tomográfica das espessuras ósseas e gengivais de dentes anterossuperiores com e sem núcleo metálico fundido","UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Oliveira MS*, Doriguêtto PVT, Sotto-Maior BS, Devito KL",,"Não há conflito de interesse"
PI0105,,"Impacto de aplicativos de mHealth no controle do absenteísmo em consultas odontológicas","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL.","Santos MS*, Vizzotto MB, Arús NA, Silveira HLD, Silveira PF",,"Não há conflito de interesse"
PI0106,,"Prevalência de patologias bucais proporcionadas pelo estresse em universitários","FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA.","Mota PHA*, Vieira WDA, Campos MIC",,"Não há conflito de interesse"
PI0107,,"Prevalência de alterações bucais em relação a comorbidade - Analise quantitativa","FACULDADE PATOS DE MINAS.","Oliveira GCS*, Magalhaes MA, Rocha MIS, Souza GR, Dietrich L, Costa MDMA, Santos Filho PCF, Martins VM",,"Não há conflito de interesse"
PI0108,,"Análise da expressão de genes de mlh3 e atm em carcinoma de células escamosas bucal","Biociências e Diagnóstico Bucal - INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Moreira MS*, Ferreira CCP, Carvalho BFC, Bandeira CM, Carta CFL, Barros PP, Alves MGO, Almeida JD","<em>(Apoio: CNPq N° 402717/2016-3 | FAPs - Bolsa de Iniciação Científica Processo Fapesp N° 2017/23179-7 | FAPs - Auxílio de Pesquisa Regular FAPESP N° 2016/08633-0 )</em>","Não há conflito de interesse"
PI0109,,"Levantamento Epidemiológico das Neoplasias Benignas de Glândulas Salivares do Laboratório de Patologia Bucal da FO-UERJ de 2005 à 2019","UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO.","Cavalcante CB*, Faria RVC, Netto JNS, Pires FR, Santos TCRB",,"Não há conflito de interesse"
PI0110,,"Eficácia de um software baseado em inteligência artificial na detecção do canal mesiopalatino de molares superiores em TCFC","CENTRO DE ENSINO SUPERIOR DO PARÁ.","Furtado LC*, Ferreira YC, Pinheiro LR",,"Não há conflito de interesse"
PI0111,,"Prevalência de Patologias Associadas com Terceiros Molares Retidos com Radiografias Panorâmicas Digitais","UNIVERSIDADE FEDERAL DO PARÁ.","Figueiredo CPS*, Costa DR, Freitas LVB, Amaral-Neto AM, Góes JLT, Xavier PKS, Veiga LG, Carvalho PL",,"Não há conflito de interesse"
PI0112,,"Avaliação comparativa de marcadores envolvidos com a progressão tumoral em diferentes fases da carginogênese oral de camundongos e humanos","UNIVERSIDADE FEDERAL DE GOIÁS.","Silva BL*, Silva RNF, Braga MS, Barbosa FTL, Ribeiro-Rotta RF, Silva TA, Batista AC, Costa NL",,"Não há conflito de interesse"
PI0113,,"Levantamento estomatológico em instituição odontológica de ensino superior do sul do Brasil","UNIVERSIDADE DE PASSO FUNDO.","Presotto JS*, Dogenski LC, Linden MSS, Trentin MS, Carli JP","<em>(Apoio: PIBIC UPF  N° 17923)</em>","Não há conflito de interesse"
PI0114,,"Radiografia panorâmica como método auxiliar no diagnóstico  precoce da osteoporose","Odontologia Restauradora - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Cardozo B*, Silva EGA, Ribeiro BF, Veloso HHP, Arruda-Vasconcelos R, Louzada LM, Gomes RFA, Gomes BPFA","<em>(Apoio: FAPESP N° 2015/23479-5 | CNPq N° 308162/2014-5 303852/2019-4 | CAPES N° 001)</em>","Não há conflito de interesse"
PI0115,,"Efeito da fotobiomodulação em células de osteossarcoma","Odontologia - UNIVERSIDADE NORTE DO PARANÁ.","Guimarães VFM*, Silva JL, Silva-De-oliveira AFS, Andraus RAC, Poli Frederico RC, Gregorio D, Maia LP","<em>(Apoio: funadesp | FUNADESP)</em>","Não há conflito de interesse"
PI0116,,"Imunocaracterização de células dendríticas CD209+ e FXIIIA+ na carcinogênese oral","Descol - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Santos TCA*, Silveira HA, Silva EV, Colturato CBN, Polanco XBJ, Ribeiro Silva A, León JE, Catirse ABCEB","<em>(Apoio: PUB N° 2019/83-1)</em>","Não há conflito de interesse"
PI0117,,"Prevalência da perda do primeiro molar permanente: Estudo radiográfico","Instituto de Ciências da Saúde - UNIVERSIDADE FEDERAL DO PARÁ.","Xavier PKS*, Amaral-Neto AM, Góes JLT, Veiga LG, Figueiredo CPS, Carvalho PL",,"Não há conflito de interesse"
PI0118,,"Influência do tamanho do FOV e posicionamento na arcada de estruturas densas na formação de artefatos em TCFC","Patologia e Diagnóstico Oral - UNIVERSIDADE FEDERAL DO RIO DE JANEIRO.","Passos TGR*, Gusmão LCS, Nery AMA, Visconti MA, Guedes FR",,"Não há conflito de interesse"
PI0119,,"Eficácia dos tratamentos para osteonecrose: terapias de fotobiomodulação, fotodinâmica antimicrobiana e plasma rico em fibrina em ratos","UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Bertoletti AVS*, Miniello T, Bianchi DM, Oliveira GBB, Hirota C, Marques MM","<em>(Apoio: Fundação de Amparo á Pesquisa do Estado de São Paulo N° 2017/16777-5)</em>","Não há conflito de interesse"
PI0120,,"Perfil dos atendimentos por fraturas maxilofaciais nas regiões do Brasil","Odontologia - UNIVERSIDADE ESTADUAL DA PARAÍBA.","Araujo FRC*, Laureano ICC, Cavalcanti AL",,"Não há conflito de interesse"
PI0121,,"Análise comparativa do reparo ósseo alveolar em camundongos 129Sv-WT e 129Sv-5LOKO frente à administração de bifosfonato","UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Simionato GB*, Biguetti CC, Oliva AH, Custódio IC, Ervolino E, Matsumoto MA","<em>(Apoio: FAPs - Fapesp N° 2018/14488-9)</em>","Não há conflito de interesse"
PI0122,,"Avaliação anatômica da relação entre os dentes superiores posteriores e o seio maxilar","Odontologia - UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Costa BG*, Nunes LAS, Devito KL, Verner FS, Junqueira RB",,"Não há conflito de interesse"
PI0123,,"Efeito da curcumina no processo de reparo alveolar de ratas senescentes tratadas com bisfosfonatos","Ciências Básicas - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Ganzaroli VF*, Freire JOA, Guiati IZ, Toro LF, Matsumoto MA, Theodoro LH, Garcia VG, Ervolino E","<em>(Apoio: FAPs - Fapesp N° 2019/04107-0)</em>","Não há conflito de interesse"
PI0124,,"Dimorfismo sexual e sua influência no tecido ósseo formado ao redor de implantes funcionalizados com estrôncio: Análise microtomográfica","UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Castro TA*, Kitagawa IL, Gomes-Ferreira PHS, Lisboa Filho PN, Fernandes BR, Rosa FCLS, Faria PEP, Okamoto R","<em>(Apoio: CNPq N° 53140)</em>","Não há conflito de interesse"
PI0125,,"Avaliação <em>in vitro</em> da atividade funcional das células osteoblásticas cultivadas com meio condicionado de macrófagos RAW 264.7","Biologia Básica e Oral - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Suguimoto SP*, Cassiani MC, Fernandes RR, Sanchez PKV, Prado KFB","<em>(Apoio: FAPESP N° 2018/23587-0)</em>","Não há conflito de interesse"
PI0126,,"Influência do licopeno no peso e na reparação óssea em defeitos criados em calvárias de ratas ovariectomizadas","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Ricardo V*, Sousa LG, Scalize PH, Pitol DL, Regalo IH, Prado KFB, Regalo SCH, Siessere S","<em>(Apoio: FAPs - FAPESP N° 2017/20407-9)</em>","Não há conflito de interesse"
PI0127,,"Efeito <em>in vitro</em> do extrato de erva-mate na atividade funcional de células osteoblásticas MC3T3-E1 após exposição ao peróxido de hidrogênio","Biologia Básica e Oral - UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Ceverino GC*, Sanchez PKV, Fernandes RR, Ricoldi MST, Siessere S, Prado KFB","<em>(Apoio: FAPs - Fapesp  N° 2017/24679-3)</em>","Não há conflito de interesse"
PI0128,,"Estudo morfológico das variações anatômicas do forame mentual em mandíbulas humanas de uma amostra brasileira","Morfologia - FACULDADE DE ODONTOLOGIA DE PIRACICABA.","Watanabe LNO*, Freire AR, Haddad J, Botacin PR, Prado FB, Rossi AC","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0129,,"A deficiência de estrógeno aumenta a expressão gênica de <em>MMP-8</em> e <em>MMP-13</em> em sítios de crescimento da mandíbula de ratas ovariectomizadas","UNIVERSIDADE FEDERAL DO PARANÁ.","Calixto RD*, Nabarro HMD, Omori MA, Paza AO, Moro A, Nelson-Filho P, Kuchler EC, Scariot R","<em>(Apoio: FAPESP N° 2016/13982-4)</em>","Não há conflito de interesse"
PI0130,,"Associação entre polimorfismos nos genes <em>ESR1</em> e <em>ESR2</em> com medidas cefalométricas em indivíduos com deformidade dentofacial","Odontologia - UNIVERSIDADE POSITIVO.","Okida DKP*, Lago C, Siqueira MH, Gerber JT, Olsson B, Rebellato NLB, Scariot R, Sebastiani AM",,"Não há conflito de interesse"
PI0131,,"Avaliação de processos criminais relacionados a lesões dentais em Rondônia","Odontologia - UNIVERSIDADE POSITIVO.","Ruschel MB*, Lima LMAB, Rego LF, Castro TL, Rossi AC",,"Não há conflito de interesse"
PI0132,,"Análise de parâmetros clínicos após protocolos preemptivos na remoção de terceiros molares: Ensaio randomizado, triplo cego e prospectivo","UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Costa MG*, Delanora LA, Hadad H, Momesso GAC, Rios BR, Oliveira GAG, Bassi APF, Faverani LP",,"Não há conflito de interesse"
PI0133,,"A oxidação por plasma eletrolítico estimula bioatividade de miniplacas utilizadas na fixação de fraturas femorais: estudo pré-clínico","Cirurgia e Clínica Integrada - UNIVERSIDADE ESTADUAL PAULISTA - ARAÇATUBA.","Barbosa S*, Momesso GAC, Polo TOB, Silva WPP, Lima-Neto TJ, Cordeiro JM, Barão VAR, Faverani LP","<em>(Apoio: FAPs - FAPESP N° 2018/00522-0)</em>","Não há conflito de interesse"
PI0134,,"Qualidade de vida e DTM em pacientes com má oclusão esquelética classe II submetidos à cirurgia ortognática","UNIVERSIDADE FEDERAL DO PARANÁ.","Fanderuff M*, Bergamaschi IP, Cavalcante RC, Gerber JT, Petinati MFP, Sebastiani AM, Costa DJ, Scariot R",,"Não há conflito de interesse"
PI0135,,"Indicações para remoção de dentes permanentes: um estudo retrospectivo","FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA.","Costa MAS*, Santos MLM, Oliveira RS, Macedo PF",,"Não há conflito de interesse"
PI0136,,"Atividade funcional de células osteoblásticas MC3T3-E1 cultivadas em discos de titânio nanotexturizados na presença de licopeno","UNIVERSIDADE DE SÃO PAULO - RIBEIRÃO PRETO.","Holanda IC*, Fernandes RR, Alves GA, Prado KFB","<em>(Apoio: FAPESP N° 2018/22835-0)</em>","Não há conflito de interesse"
PI0137,,"Estabilidade de cor do clareamento realizado com LED violeta associado ou não a géis clareadores de baixa concentração","CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Fernandes BM*, Tanaka MH, Oliveira ALBM, Scatolin RS","<em>(Apoio: FAPESP N° 2018/18349-3)</em>","Não há conflito de interesse"
PI0138,,"Influência do polimento e da coloração na resistência à flexão de duas vitrocerâmicas comerciais","Dentística, Endodontia e Materiais Odont - UNIVERSIDADE DE SÃO PAULO - BAURU.","Souza FCN*, Mosquim V, Ferrairo BM, Oliveira NA, Rubo JH, De-Souza RF, Borges AFS","<em>(Apoio: FAPESP N° 2018/17004-2)</em>","Não há conflito de interesse"
PI0139,,"Sorção e solubilidade de cimentos endodônticos biocerâmicos e à base de resina epóxica","CENTRO UNIVERSITÁRIO DA FUNDAÇÃO HERMÍNIO OMETTO.","Bastos LAP*, Casonato Junior H, Vitti RP","<em>(Apoio: FHO Uniararas )</em>","Não há conflito de interesse"
PI0140,,"Avaliação da fratura de dentes em relação a presença / ausência de restaurações de amálgama: Um estudo caso-controle","Odontologia Restauradora - INSTITUTO DE CIÊNCIA E TECNOLOGIA / ICT-UNESP-SJC.","Ruano V*, Rocha RS, Tessarin FBP, Bresciani E","<em>(Apoio: FAPs - Fapesp  N° 2018/14926-6 | Fapesp  N° 2018/14926-6)</em>","Não há conflito de interesse"
PI0141,,"Influência da espessura do laminado cerâmico nas tensões de impacto durante trauma dental com e sem protetor bucal","Odontologia - UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","Cunha LS*, Vilela ABF, Versluis A, Tantbirojn D, Soares CJ","<em>(Apoio: CAPES N° 001)</em>","Não há conflito de interesse"
PI0142,,"Estudo in vitro da eficácia do clareamento dental com uso de luz violeta","Odontologia - UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","Felix LHP*, Almeida SAG, Daltro TWS, Silva CHV, Guimarães RP",,"Não há conflito de interesse"
PI0143,,"Efeito dos diferentes métodos de pós-polimerização sobre a pigmentação de resinas compostas no emprego da técnica semi-direta","UNIVERSIDADE FEDERAL DE SANTA CATARINA.","Theodorovicz P*, Taguchi CMC, Souza BB, Silva SB",,"Não há conflito de interesse"
PI0144,,"Eficácia antimicrobiana de dentifricios experimentais contendo partículas S-PRG sobre o biofilme de<em> S. mutans </em>","UNIVERSIDADE ESTADUAL PAULISTA - SÃO JOSÉ DOS CAMPOS.","Mendonça JL*, Spinola MS, Garcia MT, Junqueira JC, Torres CRG, Borges AB","<em>(Apoio: CNPq)</em>","Não há conflito de interesse"
PI0145,,"Efeito do uso de materiais bioativos intermediários na microinfiltração de restaurações de resina composta","UNIVERSIDADE FEDERAL DE JUIZ DE FORA.","Horta LO*, Dutra NMS, Fedoce Silva AS, Laxe LAC, Salvio LA",,"Não há conflito de interesse"
PI0146,,"Resistência à flexão de uma resina composta experimental submetida à polimerização adicional","Saúde - UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA.","Silva YS*, Duarte TS, Souza APC, Pithon MM, Pereira RP, Carvalho AO",,"Não há conflito de interesse"
PI0147,,"Desenvolvimento de um cimento de ortofosfato de cálcio-ionômero","Biomateriais e Biologia Oral - UNIVERSIDADE DE SÃO PAULO - SÃO PAULO.","Avelino SG*, Fronza BM, Vilela HS, Braga RR","<em>(Apoio:  bolsa PUB-USP)</em>","Não há conflito de interesse"
PI0148,,"Efeito de agentes clareadores sobre resinas compostas e cerâmicas","Dentistica e Materiais Dentarios - UNIVERSIDADE FEDERAL DE UBERLÂNDIA.","Rodrigues MLA*, Mendonça LC, Quagliatto PS, Soares CJ",,"Não há conflito de interesse"
PI0149,,"Efeito da dose de energia na resistência à flexão e módulo de elasticidade de compósitos contendo MAPO em diferentes bases monoméricas","UNIVERSIDADE MOGI DAS CRUZES.","Stabile VM*, Sousa BI, Anauate-Netto C, Paula EA, Alonso RCB","<em>(Apoio: FAPs - Fapesp N° 2015/16569-8)</em>","Não há conflito de interesse"
PI0150,,"Caracterização de pH, capacidade tamponante e perfil técnico de enxaguatórios bucais comerciais","FACULDADE DE ODONTOLOGIA SÃO LEOPOLDO MANDIC.","Derigi LP*, França FMG, Kantovitz KR, Basting RT, Vieira-Junior WF",,"Não há conflito de interesse"
PI0151,,"Eficácia in vitro de dessensibilizante dentinário contendo monômero metacrílico derivado do líquido da casca da castanha de caju","FACULDADE PAULO PICANÇO.","Santos NEB*, Moreira MM, Silva LRR, Santiago SL, Oliveira DLV, Feitosa VP","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
PI0152,,"Efeitos das condições de manejo e armazenamento na esterilidade do MTA e na viabilidade celular","Odontologia Restauradora - UNIVERSIDADE NORTE DO PARANÁ.","Assis ACM*, Andrade RS, Campos LM, Soares VCG, Silva JB, Berger SB, Guiraldo RD, Lopes MB","<em>(Apoio: CAPES)</em>","Não há conflito de interesse"
